Copyright;ARTOTHEK_Bildnummer;Caption = Bildtitel;Keywords;Keywords II;Fulltext Keywords;Orientation;Künstler;Standort;Technik;
Christie's Images Ltd/ARTOTHEK;13112;Bühnenlandschaft. 1922;Paul,1879-1940,Christie's Images Ltd,Öl/Karton,Klee,Copyright ? Christie's Images Ltd / Photo ? Christie's Images Ltd,20. Jahrhundert;Paul Klee,Vorhang,Fantasie,Bühne;/,?,1879-1940,1922,20,Buehnenlandschaft,Bühne,Bühnenlandschaft,Christie's,COPYRIGHT,Fantasie,Images,Jahrhundert,Klee,Ltd,Öl/Karton,Paul,Phantasie,Photo,Vorhang;Querformat;Klee, Paul;Christie's Images Ltd;Öl/Karton;
Christie's Images Ltd/ARTOTHEK;13111;Beflaggte Stadt. 1927.2;Paul,1879-1940,Christie's Images Ltd,Klee,aufgelegt auf vom Künstler beschriftete Unterlage,Gouache und Mischtechnik auf Papier,20. Jahrhundert;Klee, Paul Klee,Bauhaus,Mond,Halbmond,Nacht,nachts,Flaggen,Stadt,beflaggt,Fahnen,Türme,blauer Himmel,nachtblau,dunkelblau,Stadtansicht;1879-1940,1927,2,20,auf,aufgelegt,Bauhaus,beflaggt,Beflaggte,beschriftete,blau,Blaue,blauem,blauer,Blaues,Christie's,dunkelblau,Fahnen,Flaggen,Gouache,Halbmond,Himmel,Images,Jahrhundert,Klee,Künstler,Ltd,Mischtechnik,Mond,Nacht,Nachtblau,nachts,Papier,Paul,Stadt,Stadtansicht,Türme,und,Unterlage,vom;Hochformat;Klee, Paul;Christie's Images Ltd;aufgelegt auf vom Künstler beschriftete Unterlage;
Christie's Images Ltd/ARTOTHEK;13110;Das Aquarium. 1927.8;Paul,Öl,1879-1940,Christie's Images Ltd,Klee,20. Jahrhundert;Fische,Klee, Paul 1879-1940,schwimmen,Tiere,Fisch,naiv,kindlich;1879-1940,1927,20,8,Aquarium,Christie's,Das,Fisch,Fische,Images,Jahrhundert,kindlich,Klee,Ltd,naiv,Öl,Paul,Schwimmen,Tiere;Querformat;Klee, Paul;Christie's Images Ltd;Öl;
Christie's Images Ltd/ARTOTHEK;13104;Die Treppe. 1878;1840-1926,Claude,Öl/Lwd.,Christie's Images Ltd,Monet;Monet,Claude Monet,19. Jahrhundert,20. Jahrhundert,Impressionismus,impressionistisch,Haus,Landhaus,ländlich,Treppe,sommerlich,Sommer,Ferien,Ferienhaus,Eingang,Durchgang,Tor,Mauer,Dach,Kletterpflanze,Stufen;1840-1926,1878,19,20,Christie's,Claude,Dach,Die,Durchgang,Eingang,Ferien,Ferienhaus,Haus,Images,impressionismus,impressionistisch,Jahrhundert,Kletterpflanze,laendlich,Landhaus,ländlich,Ltd,Mauer,Monet,Öl/Lwd,Sommer,sommerlich,Stufen,Tor,Treppe;Hochformat;Monet, Claude;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;13101;Stille.;Tissot,Öl/Holz,James Jacques,Christie's Images Ltd,1836-1902;Tissot, James Jacques Tissot,19. Jahrhundert,Mutter,lesen,Garten,Kastanienbaum,Leopardenfell,Schatten;1836-1902,19,Christie's,Emile,Garten,Images,Jacques,Jacques-Emile,Jahrhundert,James,Kastanienbaum,Leopardenfell,Lesen,Ltd,Mutter,Öl/Holz,Schatten,stille,Tissot;Hochformat;Tissot, James Jacques;Christie's Images Ltd;Öl/Holz;
Christie's Images Ltd/ARTOTHEK;13100;Heuernte. 1887;1830-1903,Camille,Pissarro,Christie's Images Ltd;Pissarro, Camille Pissarro,19. Jahrhundert,Impressionismus,impressionistisch,Ernte,Ernten,Sommer,Heu,Bäuerin,Landwirtschaft,Feld,Hauhocken,Heuhaufen,Getreide,ländlich,auf dem Land;1830-1903,1887,19,auf,Bäuerin,Camille,Christie's,dem,Ernte,Ernten,Feld,Getreide,Hauhocken,Heu,Heuernte,Heuhaufen,Images,impressionismus,impressionistisch,Jahrhundert,laendlich,Land,ländlich,Landwirtschaft,Ltd,Pissarro,Sommer;Querformat;Pissarro, Camille;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13081;Apfelschimmel.;19. Jahrhundert,Géricault,Christie's Images Ltd,? Christies Images 2004,Öl auf Papier/Lwd.,Gericault,Theodore,1791-1824,Théodore;Pferd,Géricault, Théodore 1791-1824, Theodore Gericault,Tier;?,1791-1824,19,2004,Apfelschimmel,auf,Christie´s,Christies,Christie's,Gericault,Géricault,Images,Jahrhundert,Ltd,Öl,Papier/Lwd,Pferd,Theodore,Théodore,tier;Hochformat;Géricault, Théodore;Christie's Images Ltd;Öl auf Papier/Lwd.;
Christie's Images Ltd/ARTOTHEK;13063;Romeo und Julia.;Eugene-Antoine,Guillon,(?)-1772,Christie's Images Ltd;Bett,Paar, Junge,Literatur,Romeo und Julia,Guillon, Eugène-Antoine (?)-1772,Liebespaar;?,-1772,Bett,Christie's,Eugene-Antoine,Eugène-Antoine,Guillon,Images,Julia,Jung,Junge,jungen,junger,Junges,Liebespaar,Literatur,Ltd,Paar,Romeo,und;Querformat;Guillon, Eugene-Antoine;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13034;Auf dem Rennplatz.;1848-1901,Miralles,Francisco,Christie's Images Ltd;Freizeit,Frauen, Junge,Frauen,Schirm,Miralles, Francisco um1850-(?);?,1848-1901,auf,Christie's,dem,Francisco,Frau,Frauen,Freizeit,Images,Jung,Junge,jungen,junger,Junges,Ltd,Miralles,Rennplatz,Schirm,um1850-,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Miralles, Francisco;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13021;Die Sitzung. 1887;Rosati,1858-1917,Giulio,Christie's Images Ltd;Atelierszenen,Frauen, Junge,Frauen,Rosati, Giulio 1858-1917;1858-1917,1887,Atelierszenen,Christie's,Die,Frau,Frauen,Giulio,Images,Jung,Junge,jungen,junger,Junges,Ltd,Rosati,Sitzung,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Rosati, Giulio;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13020;Ausritt mit dem schwarzen Pony.;Fielding,Nathan Theodore,Christie's Images Ltd,1747-1814;Kinder,Reiten,Fielding, Nathan Theodore 1747-1814;1747-1814,Ausritt,Christie's,dem,Fielding,Images,Kinder,Ltd,mit,Nathan,Pony,Reiten,schwarzen,Theodore,Théodore;Querformat;Fielding, Nathan Theodore;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13014;Die Schachpartie.;1856-1929,19. Jahrhundert,Christie's Images Ltd,Gérard,? Christie's Images Ltd - ARTOTHEK,Portielje,Gerard;Spielen,Interieur, Bürgerlich,Lachen,Männer, Alte,Männer,Portielje, Gerard;-,?,1856-1929,19,Alt,Alte,Alter,Altes,Artothek,buergerlich,bürgerlich,Christie's,Die,Gerard,Gérard,Images,Innenraum,Interieur,Jahrhundert,Lachen,Ltd,Maenner,Männer,Portielje,Schachpartie,Spielen;Querformat;Portielje, Gerard;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13013;Winterlandschaft bei Lillehammer. 1922;1859-1941,Mønsted,Moensted,Öl/Lwd.,Christie's Images Ltd,Peder,Monsted,20. Jahrhundert;Winter,Norwegen,Moensted, Peder 1859-1941,Schnee,verschneit,Straße,Skandinavien;1859-1941,1922,20,bei,Christie's,Images,Jahrhundert,Lillehammer,Ltd,Moensted,Monsted,Mønsted,Norwegen,Öl/Lwd,Peder,Schnee,Skandinavien,skandinavisch,skandinavische,skandinavischer,skandinavisches,Straße,verschneit,Winter,Winterlandschaft;Querformat;Moensted, Peder;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;13011;Der Markusplatz in Venedig bei Mondschein.;Giovanni,Grubacs,Christie's Images Ltd,1829-1919;Venedig,Italien,Abend,Grubacs, Giovanni 1829-1919;1829-1919,Abend,abends,bei,Christie's,der,Giovanni,Grubacs,Images,in,Italien,Italienisch,Italienische,Italienischer,Italienisches,Italiens,Ltd,Markusplatz,Mondschein,Venedig;Querformat;Grubacs, Giovanni;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13010;Blick auf den abendlichen Hafen von Rouen von der Brücke St.Pierre.;Grimshaw,19. Jahrhundert,1836-1893,Christie's Images Ltd,John Atkinson;Grimshaw, John Atkinson Grimshaw,Frankreich,Hafen,Abend,Nacht,nachts,Mond,Mondlicht,Brücke,Kai;1836-1893,19,Abend,abendlichen,abends,Atkinson,auf,Blick,Brücke,Bruecke,Christie's,den,der,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Grimshaw,Hafen,Heilig,Heiliges,Hl.,Images,Jahrhundert,John,Kai,Ltd,Mond,Mondlicht,Nacht,nachts,Pierre,Rouen,St,st.,von;Querformat;Grimshaw, John Atkinson;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13006;Fischer beim Entladen des Fanges. 1881.;19. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,1847-1933,Victor Gabriel,? Christie's Images Ltd - ARTOTHEK,Gilbert,Genre;Fischer,Häfen,Gilbert, Victor Gabriel 1847-1933;-,?,1847-1933,1881,19,Artothek,beim,Christie's,des,Entladen,Fanges,Fischer,Gabriel,Genre,Gilbert,Häfen,Images,Jahrhundert,Ltd,Öl/Lwd,Victor;Querformat;Gilbert, Victor Gabriel;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;13005;Wirtsstube bei Kerzenlicht.;Pieter Geerard,1819-1876,Sjamaar,Christie's Images Ltd;Kerzen,Wirtshäuser,Sjamaar, Pieter Geerard 1819-1876;1819-1876,bei,Christie's,Geerard,Images,Kerzen,Kerzenlicht,Ltd,Pieter,Sjamaar,Wirtshäuser,Wirtsstube;Querformat;Sjamaar, Pieter Geerard;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;13004;Besucherin im Atelier.;Mortelmans,Öl/Lwd.,Christie's Images Ltd,Frans,Franz,1865-1936;Blumen,Atelier,Mortelmans, Frans,riechen,Mädchen,Duft,Blumenduft,Blumenstrauß,weiß,weiße Blumen;1865-1936,atelier,Besucherin,Blume,Blumen,Blumenduft,Blumenstrauß,Christie's,Duft,Frans,Franz,im,Images,Ltd,Mädchen,Maedchen,Mortelmans,Öl/Lwd,riechen,weiß,Weisse,weissem,weißer,Weißes;Querformat;Mortelmans, Frans;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;12994;Bildnis zweier Eton-Schüler in Schulkleidung vor dem Eton-College.;tätig 1774-1790,Francis,Christie's Images Ltd,Alleyne;Schule,Schüler,England,Großbritannien,Brüder,Jungen,Kinder,Alleyne, Francis tätig 1774-1790,Musterknaben,Internatsschüler,Internat,Schuluniform;1774-1790,Alleyne,Bildnis,Britannien,britisch,britische,britischer,britisches,Brüder,Christie's,dem,England,Englisch,Englische,Englischer,Englisches,Eton-College,Eton-Schueler,Eton-Schüler,Francis,gross,Großbritannien,Images,in,Internat,Internatsschueler,Internatsschüler,Jung,Junge,jungen,junger,Junges,Kinder,Ltd,Musterknaben,Portraet,Portrait,Porträt,Schule,Schüler,Schulkleidung,Schuluniform,tätig,Vor,zweier;Hochformat;Alleyne, Francis;Christie's Images Ltd;;
Christie's Images Ltd/ARTOTHEK;12993;Die erzwungene Abdankung der Königin Maria von Schottland im Schloss Lochleven, 25. Juli 1567.;Karl,Charles,Christie's Images Ltd,1814-1873,Carl,Lucy;Geschichte,Schottland,Lucy, Charles 1814-1873;1567,1814-1873,25,Abdankung,Carl,Charles,Christie's,der,Die,erzwungene,Geschichte,im,Images,Juli,Karl,Koenigin,Königin,Lochleven,Ltd,Lucy,Maria,Schloss,Schottland,von;Querformat;Lucy, Charles;Christie's Images Ltd;;
Alfréd Schiller/ARTOTHEK;12982;Junge Frau im Korsett.;Than,19. Jahrhundert,Mór,Mor,1828-1899,Ungarische Nationalgalerie,Budapest;Than, Mór Than,Frau,Taille,eng,Korsett,Mode,geschnürt,Unterwäsche,Unterkleid,Figur,Kostümgeschichte,Mieder,sich betrachten,ungesund,Modediktat,figurbetont,Korsage;1828-1899,19,Betrachten,Budapest,eng,Figur,figurbetont,Frau,Frauen,geschnuert,geschnürt,im,Jahrhundert,Jung,Junge,jungen,junger,Junges,Korsage,Korsett,Kostuemgeschichte,Kostümgeschichte,Mieder,Mode,Modediktat,Mor,Mór,Nationalgalerie,sich,Taille,Than,ungarische,ungesund,Unterkleid,Unterwaesche,Unterwäsche,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Than, Mór;Budapest, Ungarische Nationalgalerie;;
Alfréd Schiller/ARTOTHEK;12971;Bildnis Franz Liszt. 1886.;Budapest,Mihály,Bildnis,Porträt,19. Jahrhundert,Munkacsy,1844-1900,Portraet,Munkácsy,Mihaly,Portrait,Ungarische Nationalgalerie;Musik,Liszt,Munkácsy, Mihály 1844-1900,Musiker,Komponist;1844-1900,1886,19,Bildnis,Budapest,Frans,Franz,Jahrhundert,Komponist,Liszt,Mihaly,Mihály,Munkacsy,Munkácsy,Musik,Musiker,Nationalgalerie,Portraet,Portrait,Porträt,ungarische;Hochformat;Munkácsy, Mihály;Budapest, Ungarische Nationalgalerie;;
Alfréd Schiller/ARTOTHEK;12964;Der hl. Nikolaus erweckt drei Tote zum Leben.;um 1500,Meister von Okolicsnó,Ungarische Nationalgalerie,Budapest;Heiliger Nikolaus,Heilige,Wunder,Klerus,Meister von Okolicsnó (Ungarn) um 1500;1500,Budapest,der,Drei,erweckt,Heilige,Heiliger,Hl,Hll,Klerus,Leben,Meister,Nationalgalerie,Nikolaus,Okolicsnó,tote,Um,ungarische,Ungarn,von,Wunder,zum;Hochformat;Meister von Okolicsnó;Budapest, Ungarische Nationalgalerie;;
Alfréd Schiller/ARTOTHEK;12959;Die heilige Elisabeth von Ungarn. 1882.;Sándor,Liezen-Mayer,1839-1898,Ungarische Nationalgalerie,Budapest,Sandor;Liezen-Mayer, Sándor Liezen-Mayer,19. Jahrhundert,Pelz,Hermelin,Heilige,Armut,Mildtätigkeit,Güte,Barmherzigkeit;1839-1898,1882,19,Armut,Barmherzigkeit,Budapest,Die,Elisabeth,Elizabeth,Guete,Güte,Heilige,Hermelin,Hll,Jahrhundert,Liezen-Mayer,Mildtätigkeit,Nationalgalerie,Pelz,Sandor,Sándor,ungarische,Ungarn,von;Hochformat;Liezen-Mayer, Sándor;Budapest, Ungarische Nationalgalerie;;
Alfréd Schiller/ARTOTHEK;12945;Um Mitternacht am Budapester Ostbahnhof.;Csontvary,? Alfr?d Schiller - ARTOTHEK,Csontvary-Kosztka,Tivadar,1853-1919,Privatbesitz Budapest,Csontváry-Kosztka;Csontváry-Kosztka, Tivadar 1853-1919,Ungarn,Abend,Verkehr,Stadt,Bahnhof,Nacht,Mitternacht,Budapest,Ungarn,Licht,Ostbahnhof,Winter,Dunkelheit;-,?,1853-1919,Abend,abends,Alfr?d,am,Artothek,Bahnhof,Budapest,Budapester,Csontvary,Csontvary-Kosztka,Csontváry-Kosztka,Dunkelheit,Licht,Mitternacht,Nacht,nachts,Ostbahnhof,Privatbesitz,Schiller,Stadt,Tivadar,Um,Ungarn,Verkehr,Winter;Querformat;Csontváry-Kosztka, Tivadar;Privatbesitz Budapest;;
Alfréd Schiller/ARTOTHEK;12932;Die Rückeroberung von Budavár.;Benczur,Benczúr,? Alfr?d Schiller - ARTOTHEK,Ungarische Nationalgalerie,Budapest,Gyula von,1844-1920;Geschichte, Ungarn,Benczúr, Gyula von Benczur,1844-1920,Historienmalerei,Eroberung,Einzug,zu Pferde;-,?,1844-1920,Alfr?d,Artothek,Benczur,Benczúr,Budapest,Budavár,Die,Einzug,Eroberung,Geschichte,Gyula,Historienmalerei,Nationalgalerie,Pferde,Rückeroberung,Schiller,ungarische,Ungarn,von,zu;Querformat;Benczúr, Gyula von;Budapest, Ungarische Nationalgalerie;;
-/ARTOTHEK;12927;Heinrich IV. auf der Jagd.;Taunay,Nicolas Antoine,St. Petersburg,1755-1830,Eremitage;Jagd,Heinrich IV.,Taunay, Nicolas-Antoine 1755-1830;1755-1830,Antoine,auf,der,Eremitage,Heilig,Heiliges,Heinrich,Hl.,IV,Jagd,Nicolas,Nicolas-Antoine,Pet;;;;;
-/ARTOTHEK;12925;Faust mit dem Giftbecher. 1852.;Scheffer,St. Petersburg,1795-1858,Ary,Eremitage;Tod,Literatur,Faust,Scheffer, Ary 1795-1858;1795-1858,1852,Ary,dem,Eremitage,Faust,Giftbecher,Heilig,Heiliges,Hl.,Literatur,mit,Petersburg,Scheffer,St,st.,To;;;;;
-/ARTOTHEK;12903;Klassische Landschaft. Wohl 1660er Jahre;17. Jahrhundert,Jean-François,München,Jean-Francois,1642-1679,Alte Pinakothek,Muenchen,Millet;Jean Francois Millet,Landschaft,harmonisch,Wanderer,ausgewogene Komposition, Bayerische Staatsgemä;;;;;;
Peter Willi/ARTOTHEK;12897;Die Anbetung der Hirten. 1689;17. Jahrhundert,1619-1690,Le Brun,Karl,Öl/Lwd.,Musée du Louvre,Charles,Carl,Paris;Christigeburt,Le Brun, Charles 1619-1690;1619-1690,1689,17,Anbetung,Brun,Carl,Charles,Christigeburt,der,Die,du,Hirten,Jahrhundert,Karl,Le,Louvre,Musee,Musée,Öl/Lwd,Paris;Querformat;Le Brun, Charles;Paris, Musée du Louvre;Öl/Lwd.;
U. Edelmann - Städel Museum/ARTOTHEK;12893;Goethe in der römischen Campagna. 1787;Öl/Lwd.,Städel Museum,1751-1829,Frankfurt am Main,Tischbein,Johann Heinrich Wilhelm;Tischbein,Johann Heinrich Wilhelm Tischbein,19. Jahrhundert,18. Jahrhundert,Portrait,Goethe,Campagna,Italien,römisch,Dichter,Schriftsteller,deutsche Literatur,elegant,Hut,Johann Wolfgang von Goethe, Städel Museum;1751-1829,1787,18,19,am,Bildnis,Campagna,der,Deutsch,Deutsche,deutschem,deutschen,Deutscher,Deutsches,Deutschland,Dichter,elegant,Elegante,Frankfurt,Goethe,Heinrich,Hut,in,Italien,Italienisch,Italienische,Italienischer,Italienisches,Italiens,Jahrhundert,Johan,Johann,Literatur,Main,Museum,Öl/Lwd,Portraet,Portrait,Porträt,r?misch,roemisch,Roemische,roemischer,Roemisches,Römisch,Römische,römischen,Römischer,Römisches,Schriftsteller,Städel,Staedel,Tischbein,von,Wilhelm,Wolfgang;Querformat;Tischbein, Johann Heinrich Wilhelm;Städel Museum, Frankfurt am Main;Öl/Lwd.;
Kusak/ARTOTHEK;12891;Médée, Plakat für Sarah Bernhardt und das Théatre de la Renaissance.;Mucha,Alphonse,Alfons,1860-1939;Plakate,Theater,Literatur,Bernhardt,Mucha, Alfons 1860-1939,Medea,Medee;1860-1939,Alfons,Alphonse,Bernardt,Bernhardt,Das,de,Für,La,Literatur,Medea,Medee,Médée,Mucha,Plakat,Plakate,Plakatkunst,Poster,renaissance,Sara,Sarah,Theater,Theatre,Théatre,Théâtre,und;Hochformat;Mucha, Alfons;;;
Bayer&Mitko/ARTOTHEK;12884;Weibliches Bildnis.;Pappelholz,Bernardino,München,um 1489 - vor 1565,Alte Pinakothek,Muenchen,Licinio;Licinio,Bernardino Licinio,16. Jahrhundert,Kopfschmuck,Frau,Italienerin,Venezianerin,venezianisch,Porträtmalerei,Portraitmalerei,rot,Tracht,Frauenideal,Kostümgeschichte,Mode,weite Ärmel,Ring,Dekolleté,Dekolletee,tiefes Dekolleté,zeigen,Zeigegestus,offenes Buch,aufgeschlagenes Buch,Buch,schwarzhaarig,dunkelhaarig,Ausschnitt,geneigter Kopf,schulterfrei,schwarzer Hintergrund, Bayerische Staatsgemäldesammlungen,Haarnetz;-,1489,1565,16,Aermel,Alt,Alte,Alter,Altes,Ärmel,aufgeschlagenes,Ausschnitt,Bayerisch,Bayerische,Bayerischer,bayerisches,Bayern,bayrisch,bayrische,bayrischer,Bernardino,Bildnis,buch,Décolleté,Dekolleté,Dekolletee,dunkelhaarig,Frau,Frauen,Frauenideal,genei;Querformat;Licinio, Bernardino;München, Alte Pinakothek;Pappelholz;
Blauel/Gnamm/ARTOTHEK;12879;Die vier Apostel. Detail aus der linken Tafel: Kopf des Evangelisten Johannes.;Duerer,München,Albrecht,Dürer,1471-1528,Alte Pinakothek,Muenchen;Heiliger Johannes,Dürer, Albrecht 1471-1528, Bayerische Staatsgemäldesammlungen;1471-1528,Albrecht,Alt,Alte,Alter,Altes,Apostel,aus,Bayerisch,Bayerische,Bayerischer,bayerisches,Bayern,bayrisch,bayrische,bayrischer,der,des,Detail,Die,Duerer,Dürer,Evangelisten,Heiliger,Hl,Johannes,Kopf,linken,Muenchen,München,Pinakothek,Staatsgemäldesammlun,Tafel:,vier;Hochformat;Dürer, Albrecht;München, Alte Pinakothek;;
Städel Museum/ARTOTHEK;12877;Auf der Waldwiese (Im Wiesengrund). 1876.;Thoma,1839-1924,Jean,Städel Museum,Frankfurt am Main,Hans;19. Jahrhundert,Hans Thoma,Waldwiese,Wiesengrund,Wiese,auf der grünen Wiese,Lichtung,Bach,Blume,Sonnenschein,Baum,Idylle,Blumenstrauß,junge Frau,junges Mädchen,Mädchen,Frau,Hut,Ausflug,Sommer,schöner Tag,Spaziergang,Natur,Land,Naturalismus,Landschaftsmalerei,Landschaft,Deutschland,deutsch,Wald,Lichtung,Sammeln,ländlich,Strauß pflücken,Blumenpflücken, Städel Museum;1839-1924,1876,19,am,auf,Ausflug,Bach,Baum,Blume,Blumen,Blumenpflücken,Blumenstrauß,der,Deutsch,Deutsche,deutschem,deutschen,Deutscher,Deutsches,Deutschland,Frankfurt,Frau,Frauen,Gruen,grün,grüne,grünem,Grünen,grüner,grünes,Hans,Hut,Idylle,idyllisch,im,Jahrhundert,Jean,Jung,Junge,jungen,junger,Junges,laendlich,Land,ländlich,Landschaft,Landschaftsmalerei,Lichtung,Mädchen,Maedchen,Main,Museum,Natur,Naturalismus,pflücken,sammeln,schöner,Sommer,Sonnenlicht,Sonnenschein,sonnig,Spaziergang,Städel,Staedel,Strauß,Tag,Thoma,Wald,Waldwiese,weiblich,Weibliche,Weiblicher,Weibliches,Wiese,Wiesengrund;Hochformat;Thoma, Hans;Städel Museum, Frankfurt am Main;;
-/ARTOTHEK;12870;In den Dünen.;Hugo,Privatbesitz,1854-1929,Aquarell/Gouache/Karton,Aquarell/Gouache/Kar,Mühlig,20. Jahrhundert;Mühlig, Hugo Mühlig Haustier,Esel,Düne Dünen Sand Junge warm liegen;1854-1929,20,Aquarell/Gouache/Kar,den,Düne,Dünen,Esel,Haust;;;;;
-/ARTOTHEK;12860;Die Verklärung Christi.;Kloster Sergiew Passad,15.Jahrhundert,Ikone russisch;Christus,Ikone,russisch,15.Jahrhundert .;15,Christi,Christus,Die,Ikone,Jahrhundert,Kloster,Passad,russisch,Sergiew,Verklärung;Hochform;;;;
Blauel/Gnamm/ARTOTHEK;12855;Das Tischgebet.;19. Jahrhundert,Quaglio d.J.,1793-1869,Lorenzo,Aquarell,Staatliche graphische Sammlung,München,Genre,Muenchen;Bauern,Familie,Essen,Gebet,Quaglio der Jüngere, Lorenzo Quaglio, 1793-1869,Stube,fromm,Bauernstube,Alltag,Kinder,Eltern,beten,Mahlzeit,Holz,Katze,dankbar;1793-1869,19,Alltag,Aquarell,Bauern,Bauernstube,beten,betend,d,dankbar,Das,der,Eltern,Essen,Familie,fromm,Gebet,Genre,Graphische,Holz,J,Jahrhundert,Juengere,Jüngere,Katze,Kinder,Lorenzo,Mahlzeit,Muenchen,München,Quaglio,Sammlung,Staatliche,Stube,Tischgebet;Querformat;Quaglio d.J., Lorenzo;München, Staatliche graphische Sammlung;Aquarell;
-/ARTOTHEK;12849;In St. Tropez.;Paul,Kunstmuseum,Bukarest,Signac,1863-1935;Signac, Paul Signac,19. Jahrhundert,20. Jahrhundert,Frankreich,Pointillismus,mediterran,Saint Tropez,St Tropez,Südfrankreich,Hafenstadt,Sommer,sommerlich,Frau,Segel,Segelschiff,Se;;;;;;
-/ARTOTHEK;12848;Camilla. 1866.;1840-1926,Claude,Kunstmuseum,Bukarest,Monet;Frauen, Junge,Frauen,Roben,Monet, Claude 1840-1926;1840-1926,1866,Bukarest,Camilla,Claude,Frau,Frauen,Jung,Junge,jungen,junger,Junges,Kunstmuseum,Monet,Roben,weiblich,Weibliche,W;;;;;
-/ARTOTHEK;12847;Christus Pantokrator.;Kunstmuseum,Bukarest,Moldau-Schule,um 1600,Ikone,rumänisch;Ikone, rumänisch, Moldau-Schule um 1600;1600,Bukarest,Christus,Ikone,Kunstmuseum,Moldau-Schule,Pantokrator,rumänisch,Um;Hochformat;;;;
-/ARTOTHEK;12843;Die Anbetung der Hirten. Um 1590.;Kunstmuseum,Bukarest,1541-1614,Greco El (Dominikos Theotokopoulos);Christigeburt,Greco El..(Dom.Theotokopoulos) 1541-1614;1541-1614,1590,Anbetung,Bukarest,Christigeburt,der,Die,Dom,Dominikos,El,Greco,Hir;;;;;
-/ARTOTHEK;12841;Bildnis eines Mannes mit blauer Kopfbedeckung. Um 1430.;um 1390-1441,Jan van,Eyck,Kunstmuseum,Bukarest;Kopfbedeckungen,Eyck, Jan van um1390-1441;1390-1441,1430,Bildnis,blau,Blaue,blauem,blauer,Blaues,Bukarest,eines,Eyck,Jan,Kopfbedeckung;;;;;
Peter Willi/ARTOTHEK;12837;Das Fest im Park von St.Cloud: Detail: Eine Moritatensängerin. 1778-80 (Gesamtansicht: 12834);Jean Honoré,Fragonard,Paris,1732-1806,Banque de France;Bänkelsänger,Unterhaltung,Theater, im Freien,Bühne;12834,1732-1806,1778-80,Baenkelsaenger,Bänkelsänger,Banque,Bühne,Cloud:,Das,de,Detail:,Eine,Fest,Fragonard,France,freien,Gesamtansicht:,Hans,Heilig,Heiliges,Hl.,Honore,Honoré,im,Jean,Moritatensängerin,Paris,Park,St,st.,Theater,Theatre,Théatre,Théâtre,Unterhaltung,von;Hochformat;Fragonard, Jean Honoré;Paris, Banque de France;;
Peter Willi/ARTOTHEK;12836;Das Fest im Park von St.Cloud: Detail: Theaterspiel im Park. 1778-80 (Gesamtansicht: 12834);Jean Honoré,Fragonard,Paris,1732-1806,Banque de France;Gärten,Feste,Fragonard, Jean Honoré 1732-1806;12834,1732-1806,1778-80,Banque,Cloud:,Das,de,Detail:,Fest,Feste,Fragonard,France,Gaerten,Gärten,Gesamtansicht:,Hans,Heilig,Heiliges,Hl.,Honore,Honoré,im,Jean,Paris,Park,St,st.,Theaterspiel,von;Querformat;Fragonard, Jean Honoré;Paris, Banque de France;;
Peter Willi/ARTOTHEK;12835;Das Fest im Park von St.Cloud: (Detail). 1778-80 (Gesamtansicht: 12834);Jean Honoré,Fragonard,Paris,1732-1806,Banque de France;Fest,Gesellschaft,Fragonard, Jean Honoré 1732-1806,Zuschauer;12834,1732-1806,1778-80,Banque,Cloud:,Das,de,Detail,Fest,Fragonard,France,Gesamtansicht:,Gesellschaft,Hans,Heilig,Heiliges,Hl.,Honore,Honoré,im,Jean,Paris,Park,St,st.,von,Zuschauer;Querformat;Fragonard, Jean Honoré;Paris, Banque de France;;
Peter Willi/ARTOTHEK;12834;Das Fest im Park von St. Cloud. 1778-80;18. Jahrhundert,Jean Honoré,Fragonard,Lwd.,Rokoko,Paris,1732-1806,Banque de France;Fragonard, Jean Honoré Fragonard,Feste,Gärten,Garten,Park,Theater;1732-1806,1778-80,18,Banque,Cloud,Das,de,Fest,Feste,Fragonard,France,Gaerten,Garten,Gärten,Hans,Heilig,Heiliges,Hl.,Honore,Honoré,im,Jahrhundert,Jean,Lwd,Paris,Park,Rokoko,St,st.,Theater,Theatre,Théatre,Théâtre,von;Querformat;Fragonard, Jean Honoré;Paris, Banque de France;Lwd.;
