Copyright;ARTOTHEK_Bildnummer;Caption = Bildtitel;Keywords;Keywords II;Fulltext Keywords;Orientation;Künstler;Standort;Technik;
Christie's Images Ltd/ARTOTHEK;40239;Chocolat Masson. 1897;19. Jahrhundert,Mucha,Poster,Alphonse,Christie's Images Ltd,1860-1939,Alfons,Plakat,Plakatkunst,Farblithographie;frau,plakat,grafik,lithographie,jugendstil,alphonse,alfons,mucha,art noveau,schokolade,chocolat,mexicain,masson,werbung,reklame;1860-1939,1897,19,Alfons,Alphonse,Art,chocolat,Farblithographie,Frau,Frauen,Grafik,Jugendstil,Lithografie,Lithographie,Masson,Mexicain,Mucha,noveau,Plakat,Plakatkunst,Poster,Reklame,Schokolade,weiblich,Weibliche,Weiblicher,Weibliches,Werbung;Keine Angabe;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;39987;Männer an einem Eisloch angeln Aale und andere Fische. Aus der Serie 'Hundert Ansichten von berühmten Orten in den Provinzen'.;Farbholzschnitt,1826-1869,Hiroshige II.,Christie's Images Ltd;hiroshige II.,holzschnitt,japan,japanisch,asiatisch,farbholzschnitt,tate-e,landschaft,winter,winterlandschaft,schnee,schneelandschaft,berge,lagerfeuer;1826-1869,Aale,An,andere,Angeln,Ansichten,asiatisch,aus,Berge,beruehmten,berühmten,den,der,einem,Eisloch,Farbholzschnitt,Fische,Hiroshige,Holzschnitt,Hundert,II,in,Japan,japanisch,Lagerfeuer,Landschaft,Maenner,Männer,Orten,Provinzen,Schnee,Schneelandschaft,Serie,Tate-E,und,von,Winter,Winterlandschaft;Hochformat;Hiroshige II.;Christie's Images Ltd;Farbholzschnitt;
Städel Museum/ARTOTHEK;39942;Hochaltar der Frankfurter Dominikanerkirche (geschlossener Zustand). 1501.;Mischtechnik auf Fichtenholz,Jean,Holbein d.Ä.,um 1465-1524,Leihgabe des Historischen Museums Frankfurt am Main,Städel Museum Frankfurt a.M.,Hans;Hans,Holbein,d.Ä.,der Ältere,Stammbaum,Altarbild,Dominikaner,Thomas von Aquin,Albertus Magnus,Christentum,Religion, Dominikaneraltar,altar,Städel Museum;1465-1524,1501,Ä,Aeltere,Albertus,Altar,Altarbild,Ältere,am,Aquin,auf,Christenheit,Christentum,christlich,christliche,christlichem,christlichen,christlicher,Christliches,d,der,des,Dominikaner,Dominikaneraltar,Dominikanerkirche,Fichtenholz,Frankfurt,Frankfurter,geschlossener,Hans,historischen,Hochaltar,Holbein,Jean,Leihgabe,m,Magnus,Main,Mischtechnik,Museum,Museums,Religion,Städel,Staedel,Stammbaum,Thomas,Um,von,Zustand;Hochformat;Holbein d.Ä., Hans;Städel Museum Frankfurt a.M.;Mischtechnik auf Fichtenholz;
Christie's Images Ltd/ARTOTHEK;39906;Bacino di San Marco, Venedig.;Bellotto,18. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Bernardo (Canaletto),1721-1780;Bernardo Bellotto,Bacino Di San Marco,Dogana,Molo,Riva degli Schiavoni,San Giorgio Maggiore,Venedig,urban,Stadt,Stadtansicht,Kanal,Boote,TRansport,Wasserstraße,Türme,belebt;1721-1780,18,Bacino,belebt,Bellotto,Bernardo,Boote,Canaletto,Christie's,degli,di,Dogana,Giorgio,Images,Jahrhundert,Kanal,Ltd,Maggiore,Marco,Molo,Öl/Lwd,Riva,San,Schiavoni,Stadt,Stadtansicht,Transport,Türme,Urban,Venedig,Wasserstraße;Querformat;Bellotto, Bernardo (Canaletto);Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;39132;Ein Frühlingstag. 1908;Curran,1861-1942,Öl/Lwd.,Charles Courtney,Christie's Images Ltd,20. Jahrhundert;Charles Courtney Curran,Frau,quadratisch,Himmel,blau,blauer Himmel,weißes Kleid,Untersicht,Perspektive,windig,Hügel,Wiese,Wolken,Sommer,Freiheit,amerikanische Kunst,draußen,Ferien,Wind;1861-1942,1908,20,Amerika,amerikanisch,Amerikanische,amerikanischer,amerikanisches,blau,Blaue,blauem,blauer,Blaues,Carl,Charles,Courtney,Curran,draußen,ein,Ferien,Frau,Frauen,Freiheit,Frühlingstag,Himmel,Hügel,Karl,Kleid,Kunst,Perspektive,quadratisch,Sommer,Untersicht,weiblich,Weibliche,Weiblicher,Weibliches,weiß,Weisse,weißem,weißer,weisses,Wiese,Wind,windig,Wolken;Quadratisch;Curran, Charles Courtney;Christie's Images Ltd;Öl/Lwd.;
Hirmer Fotoarchiv/ARTOTHEK;38746;Thronende Muttergottes mit Kind. Um 1230;Dortmund,Nussbaumholz,Marienkirche,Nußbaumholz;Mittelalter,mittelalterlich,romanisch,Romanik;1230,Dortmund,Kind,Marienkirche,mit,Mittelalter,mittelalterlich,Muttergottes,Nußbaumholz,Romanik,romanisch,romanische,romanischer,Romanisches,Thronende,Um;Hochformat;;Dortmund, Marienkirche;Nußbaumholz;
Christie's Images Ltd/ARTOTHEK;38494;Bei der Doggerbank.;1793-1867,Öl/Lwd.,Christie's Images Ltd,William Clarkson,Stanfield,nach;Nach Clarkson Stanfield,Bei der Doggerbank,Nordsee,Untiefe,Meer,Sandbank;1793-1867,bei,Clarkson,der,Doggerbank,Meer,nach,Nordsee,Sandbank,Stanfield,Untiefe,William;Hochformat;Stanfield, William Clarkson;Christie's Images Ltd;Öl/Lwd.;
Landesmuseum Hannover/ARTOTHEK;37994;Sonnige Waldwiese. Um 1890;1832-1908,Hannover,Busch,Papier und Pappe,Wilhelm,Landesmuseum;Wilhelm Busch,Sonnige Waldwiese,Wald,Wiese,Lichtung,grün;1832-1908,1890,Busch,Gruen,grün,grüne,grünem,Grünen,grüner,grünes,Hannover,Landesmuseum,Lichtung,Papier,Pappe,Sonnige,Um,und,Wald,Waldwiese,Wiese,Wilhelm;Querformat;Busch, Wilhelm;Hannover, Landesmuseum;Papier und Pappe;
Landesmuseum Hannover/ARTOTHEK;37989;Hamburger Hafen (grau). 1916;Ulrich,Hannover,Lwd.,1872-1932,Hübner,Landesmuseum,Huebner;Ulrich Hübner,Hamburger Hafen,Hamburg,Boot,Dampfboot,Elbe;1872-1932,1916,Boot,Dampfboot,Elbe,grau,Hafen,Hamburg,Hamburger,Hannover,Hübner,Huebner,Landesmuseum,Lwd,Ulrich;Querformat;Hübner, Ulrich;Hannover, Landesmuseum;Lwd.;
Landesmuseum Hannover/ARTOTHEK;37987;Südstrand bei Skagen. 1884;Peter Severin,Hannover,Lwd.,1851-1909,Kroyer,Landesmuseum;Peter Severin Kroyer,Südstrand bei Skagen,Dänemark,dänisch,Meer,Strand,Küste,Horizont,Landschaft;1851-1909,1884,bei,Daenemark,daenisch,Dänemark,Dänisch,Hannover,Horizont,Kroyer,Kueste,Küste,Landesmuseum,Landschaft,Lwd,Meer,Peter,Péter,Severin,Skagen,Strand,Südstrand,Suedstrand;Querformat;Kroyer, Peter Severin;Hannover, Landesmuseum;Lwd.;
Landesmuseum Hannover/ARTOTHEK;37984;Bildnis des Dichters Heinrich August Hoffmann von Fallersleben. 1898;Bildnis,Porträt,19. Jahrhundert,Hannover,Ernst,Henseler,1852-1940,Portraet,Portrait,Landesmuseum;Ernst Henseler,Heinrich,August Hoffmann von Fallersleben,Poet,Dichter,Mann,alt,Baum,Eiche,Stock,Hut,Landschaft,Bart;1852-1940,1898,19,Alt,Alte,Alter,Altes,August,Bart,Baum,Bildnis,des,Dichter,Dichters,Eiche,Ernst,Fallersleben,Hannover,Heinrich,Henseler,Hoffmann,Hut,Landesmuseum,Landschaft,Mann,Poet,Portraet,Portrait,Porträt,Stock,von;Hochformat;Henseler, Ernst;Hannover, Landesmuseum;;
-/ARTOTHEK;36807;Die Segnung der Kinder. Weimar, 1538;Dresden,Gemäldegalerie,Cranach d.Ä.,1472-1553,Lucas,Gemaeldegalerie,Buchenholz,16. Jahrhundert;Lucas Cranach der Ältere, Segnung der Kinder,Christus,Jesus,segnen,Segen,Babys,Mütter,Gruppe,Kind,ki;;;;;;
-/ARTOTHEK;36806;Negerjunge Mursi. 1914;1868-1932,Dresden,Gemäldegalerie,Öl/Lwd.,Slevogt,Gemaeldegalerie,20. Jahrhundert,Max;Max Slevogt,Negerjunge Mursi,Porträt,Portrait,Afrikaner,afrikanisch,Junge,Turban,Impressionismus,impressionistisch,Schwarzer,;;;;;;
-/ARTOTHEK;36799;Die Verstoßung der Hagar. Um 1655-57;Dresden,Gemäldegalerie,17. Jahrhundert,Öl/Lwd.,Gemaeldegalerie,Jan,1625/26-1679,Steen;Jan Steen, Die Verstoßung der Hagar,Abraham,Ismael,Sarah,Magd,Sohn,Bibel,biblisch,Altes Testament;1625/26-167;;;;;
-/ARTOTHEK;36798;Sandsturm in der Libyschen Wüste. 1914;1868-1932,Dresden,Gemäldegalerie,Öl/Lwd.,Slevogt,Gemaeldegalerie,20. Jahrhundert,Max;Max Slevogt,Sandsturm,Libysche Wüste, Libyien,Kamel,Sand,Sturm,Beduine,Africa,afrikanisch,Wolke;1868-1932,191;;;;;
Christie's Images Ltd/ARTOTHEK;36734;Schnee in Montfoucault. 1891;impressionistisch,Camille,19. Jahrhundert,Impressionismus,Öl/Lwd.,Christie's Images Ltd,1830-1903,? Christie's Images Ltd - ARTOTHEK,impressionismus,Pissarro;Camille Pissarro,Kühe,Kuhherde,impressionistisch,Montfoucault,Straße,Schnee,schneien,Winter,verschneit,Schneestück,Dorfstraße,Jahreszeit;1830-1903,1891,19,Camille,Dorfstraße,impressionismus,impressionistisch,in,Jahreszeit,Jahreszeiten,Kühe,Kuhherde,Montfoucault,Pissarro,Schnee,Schneestück,Schneestueck,schneien,Straße,verschneit,Winter;Querformat;Pissarro, Camille;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;36693;Zwei junge Frauen auf einer Terrasse am Meer. 1922;Henri,Lebasque,Öl/Lwd.,Christie's Images Ltd,20. Jahrhundert,1865-1937;Henri Lebasque,am Meer,Freundinnen,Horizont,impressionistisch,Freizeit,Ferien,Urlaub,Sommer,Rückenansicht,von hinten,zwei Frauen,Terrasse,Sonnenhüte,Springbrunnen,Blick zum Meer,Muße,Mußestunde;1865-1937,1922,20,am,auf,Blick,einer,Ferien,Frau,Frauen,Freizeit,Freundin,Freundinnen,Henri,hinten,Horizont,impressionismus,impressionistisch,Jung,Junge,jungen,junger,Junges,Lebasque,Meer,Muße,Mußestunde,Rückenansicht,Sommer,Sonnenhuete,Sonnenhüte,Springbrunnen,Terrasse,Urlaub,von,weiblich,Weibliche,Weiblicher,Weibliches,zum,zwei;Querformat;Lebasque, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;36564;Brücke in Bourg-Saint-Andéol. 1926;Paul,Öl/Lwd.,Christie's Images Ltd,Signac,1863-1935,20. Jahrhundert;Paul Signac ,Bourg Saint Andeol,Pointillismus,Brücke,Tor,Durchgang,impressionistisch,Baum,Torbogen;1863-1935,1926,20,Andeol,Baum,bourg,Bourg-Saint-Andéol,Brücke,Bruecke,Durchgang,impressionismus,impressionistisch,in,Paul,Pointillismus,Saint,Signac,Tor,Torbogen;Querformat;Signac, Paul;Christie's Images Ltd;Öl/Lwd.;
Städel Museum/ARTOTHEK;36505;Rübezahl, Marktweiber erschreckend. Um 1870;Modersohn,19. Jahrhundert,1846-1877,? St?del Museum - ARTOTHEK,Öl/Lwd.,Becker,Städel Museum,Modersohn-Becker,Ferdinand,Frankfurt am Main;Ferdinand Becker,Marktfrauen,Frauen,Furcht,Angst einjagen,auflauern,Raubkatze,erschrecken,Märchen,Rübezahl,Wald;-,?,1846-1877,1870,19,am,Angst,Artothek,auflauern,Becker,einjagen,Erschrecken,erschreckend,Ferdinand,Frankfurt,Frau,Frauen,Furcht,Main,Märchen,Marktfrauen,Marktweiber,Modersohn,Modersohn-Becker,Museum,Raubkatze,Rübezahl,St?del,Städel,Staedel,Um,Wald,weibl;Hochformat;Becker, Ferdinand;Städel Museum, Frankfurt am Main;Öl/Lwd.;
Stiftung Museum Kunstpalast/ARTOTHEK;35779;Die Verstoßung der Hagar. 1824.;Düsseldorf,Duesseldorf,Öl/Lwd.,Oppenheim,Stiftung Museum Kunstpalast,1800-1882,Moritz Daniel;moritz daniel oppenheim,hagar,abraham,altes testament,bibel,biblisch,christentum,christlich;1800-1882,1824,Abraham,Alt,Alte,Alter,Altes,Bibel,biblisch,Christenheit,Christentum,christlich,christliche,christlichem,christlichen,christlicher,Christliches,Daniel,der,Die,Duesseldorf,Düsseldorf,Hagar,Kunstpalast,Moritz,Museum,Öl/Lwd,Oppenheim,Stiftung,Testament,Verstoßung;Hochformat;Oppenheim, Moritz Daniel;Düsseldorf, Stiftung Museum Kunstpalast;Öl/Lwd.;
Stiftung Museum Kunstpalast - Horst Kolberg/ARTOTHEK;35457;Die beiden Marien am Grab Christi. 1858 (?);Öl/Holz,Düsseldorf,19. Jahrhundert,Philipp,1793-1877,Duesseldorf,Stiftung Museum Kunstpalast,Philip,Veit;Veit,Philipp Veit,Nazarener,Maria,Marien,Grab,Jesus Christus,Frauen,schweigen,schweigend,beten;?,1793-1877,1858,19,am,beiden,beten,betend,Christi,Christus,Die,Duesseldorf,Düsseldorf,Frau,Frauen,Gebet,Grab,Jesus,Kunstpalast,Maria,Marien,Museum,Nazarener,Öl/Holz,Philip,Philipp,schweigen,schweigend,Stiftung,Veit,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Veit, Philipp;Düsseldorf, Stiftung Museum Kunstpalast;Öl/Holz;
Stiftung Museum Kunstpalast - Horst Kolberg/ARTOTHEK;35456;Stillleben mit Pfirsichen und Weinglas. Um 1890;Öl/Holz,Stilleben,Duesseldorf,Stillleben,Düsseldorf,19. Jahrhundert,Stiftung Museum Kunstpalast,1855-1935,Jernberg,Olof;Jernberg,Olof Jernberg,Obst,Früchte,Pfirsich,Pfirsiche,Glas,Weinglas,Obstkern,Pfirsichkern,aufgeschnitten,impressionsitisch;1855-1935,1890,19,aufgeschnitten,Duesseldorf,Düsseldorf,Früchte,Früchten,Fruechte,Glas,impressionsitisch,Jernberg,Kunstpalast,mit,Museum,Obst,Obstkern,Öl/Holz,Olof,Pfirsich,Pfirsiche,Pfirsichen,Pfirsichkern,Stiftung,Stilleben,Stillleben,Um,und,Weinglas;Querformat;Jernberg, Olof;Düsseldorf, Stiftung Museum Kunstpalast;Öl/Holz;
Landesmuseum Hannover/ARTOTHEK;35451;Die blaue Stunde (Barkenhoff). 1914;Leinwand,Heinrich,Hannover,Vogeler,1872-1942,20. Jahrhundert,Leihgabe aus Privatbesitz,Landesmuseum;Vogeler,Heinrich Vogeler,Haus,Worpswede,Birken,Birke,Birkenstamm,Birkenstämme,Garten,Blick durch;1872-1942,1914,20,aus,Barkenhoff,Birke,Birken,Birkenstamm,Birkenstämme,blau,Blaue,blauem,blauer,Blaues,Blick,Die,durch,Garten,Hannover,Haus,Heinrich,Jahrhundert,Landesmuseum,Leihgabe,Leinwand,Privatbesitz,Stunde,Vogeler,Worpswede;Querformat;Vogeler, Heinrich;Hannover, Landesmuseum;Leinwand;
Landesmuseum Hannover/ARTOTHEK;35449;Meeresbucht bei Honfleur. 1915;Leinwand,Hannover,Felix,1865-1925,Landesmuseum,Vallotton,Félix;Vallotton,Felix Vallotton,Nabis,Landschaft,Natur,Bucht;1865-1925,1915,bei,Bucht,Felix,Félix,Hannover,Honfleur,Landesmuseum,Landschaft,Leinwand,Meeresbucht,Nabis,Natur,Vallotton;Querformat;Vallotton, Felix;Hannover, Landesmuseum;Leinwand;
Landesmuseum Hannover/ARTOTHEK;35445;Der Wanderer im Schwarzwald. 1891;Leinwand,Thoma,1839-1924,Jean,19. Jahrhundert,Hannover,auf Sperrholz,Hans,Landesmuseum;Thoma,Hans Thoma,Bach,Weg,Wanderweg,wandern,Wanderer,Schwarzwald,Landschaft,Natur;1839-1924,1891,19,auf,Bach,der,Hannover,Hans,im,Jean,Landesmuseum,Landschaft,Leinwand,Natur,Schwarzwald,Sperrholz,Thoma,Wanderer,Wandern,Wanderweg,Weg;Querformat;Thoma, Hans;Hannover, Landesmuseum;Leinwand;
Landesmuseum Hannover/ARTOTHEK;35443;Marseille. La Brume jaune. 1922;Paul,Leinwand,Hannover,Signac,1863-1935,Leihgabe aus Privatbesitz,Landesmuseum;Signac,Paul Signac;1863-1935,1922,aus,Brume,Hannover,jaune,La,Landesmuseum,Leihgabe,Leinwand,Marseille,Paul,Privatbesitz,Signac;Querformat;Signac, Paul;Hannover, Landesmuseum;Leinwand;
Landesmuseum Hannover/ARTOTHEK;35421;Strand auf Sylt. Um 1905;Fritz,Pappe,Hannover,1869-1909,Overbeck,Leihgabe aus Privatbesitz,Landesmuseum;Overbeck,Fritz Overbeck;1869-1909,1905,auf,aus,Fritz,Hannover,Landesmuseum,Leihgabe,Overbeck,Pappe,Privatbesitz,Strand,Sylt,Um;Querformat;Overbeck, Fritz;Hannover, Landesmuseum;Pappe;
Landesmuseum Hannover/ARTOTHEK;35057;Der Morgen. 1. Bild der Folge der 'Vier Tageszeiten'. Um 1821;19. Jahrhundert,Hannover,Romantik,Öl/Lwd.,1774-1840,Friedrich,Caspar David,Landesmuseum;Caspar David Friedrich,Morgen,Romantik,Nebel;1,1774-1840,1821,19,Bild,Caspar,David,der,Folge,Friedrich,Hannover,Landesmuseum,Morgen,Morgens,Nebel,Romantik,Tageszeiten,Um,vier;Querformat;Friedrich, Caspar David;Hannover, Landesmuseum;Öl/Lwd.;
Landesmuseum Hannover/ARTOTHEK;35056;Der Mittag. 2. Bild der Folge der 'Vier Tageszeiten'. Um 1822;19. Jahrhundert,Hannover,Romantik,Öl/Lwd.,1774-1840,Friedrich,Caspar David,Landesmuseum;Caspar David Friedrich,Romantik;1774-1840,1822,19,2,Bild,Caspar,David,der,Folge,Friedrich,Hannover,Landesmuseum,Mittag,Romantik,Tageszeiten,Um,vier;Querformat;Friedrich, Caspar David;Hannover, Landesmuseum;Öl/Lwd.;
Landesmuseum Hannover/ARTOTHEK;35051;Venezianisches Capriccio mit Ansicht von Santa Maria dei Miracoli. Wohl um 1740;Bellotto,Hannover,18. Jahrhundert,Lwd.,Bernardo (Canaletto),1721-1780,Landesmuseum;Bernardo Bellotto,Venedig,Kirche,Brücke, Santa Maria dei Miracoli,Vedute,Stadtansicht;1721-1780,1740,Ansicht,Bellotto,Bernardo,Brücke,Bruecke,Canaletto,Capriccio,dei,Hannover,Kirche,Landesmuseum,Lwd,Maria,Miracoli,mit,Sakralbau,Santa,Stadtansicht,Um,Vedute,Venedig,Venezianisch,Venezianische,venezianischer,Venezianisches,von,Wohl;Querformat;Bellotto, Bernardo (Canaletto);Hannover, Landesmuseum;Lwd.;
Christie's Images Ltd/ARTOTHEK;34572;Korb mit Blumen. 1890;1841-1919,impressionistisch,19. Jahrhundert,Impressionismus,Öl/Lwd.,Christie's Images Ltd,Auguste,Pierre-Auguste,impressionismus,Renoir;Auguste Renoir,Stillleben,Blumen,Tulpen,Rosen,üppig,rot,rosa,Rottöne,Blumenstrauß,Gesteck,Blumengesteck,floral,Blüten,blühen;1841-1919,1890,19,Auguste,Blühen,Blume,Blumen,Blumengesteck,Blumenstrauß,Blüten,floral,Gesteck,impressionismus,impressionistisch,Korb,mit,Pierre-Auguste,Renoir,Rosa,rosafarben,rosafarbig,Rosen,Rot,Rote,rotem,Roten,Roter,Rotes,Rottoene,Rottöne,Stilleben,Stillleben,Tulpen,ueppig,üppig;Querformat;Renoir, Auguste;Christie's Images Ltd;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34435;Mondnacht in Boulogne-sur-Mer.;Essen,Museum Folkwang,Theo van,Rysselberghe,1862-1926;Theo van Rysselberghe,Mondlicht,Nacht,dunkel,blau,Mondschein,Segelboote,Segelschiffe,Hafen,Lichter,Wasser;1862-1926,blau,Blaue,blauem,blauer,Blaues,Boulogne-sur-Mer,Dunkel,Dunkle,dunkler,dunkles,Essen,Folkwang,Hafen,in,Lichter,Mondlicht,Mondnacht,Mondschein,Museum,Nacht,nachts,Rysselberghe,Segelboote,Segelschiffe,Theo,van,Wasser;Querformat;Rysselberghe, Theo van;Essen, Museum Folkwang;;
Museum Folkwang Essen/ARTOTHEK;34434;Hüttenwerk. 1900;1858-1941,Öl/Lwd.,Luce,Essen,Maximilien,Museum Folkwang;Maximilien Luce,Fabrik,Arbeiter,arbeiten,Arbeitswelt,Hitze,Männer,Hüttenwerk,Feuer,Glut,Stahl,Eisen,Metall,Verhüttung,Industrie,Industrialisierung;1858-1941,1900,Arbeiten,Arbeiter,Arbeitswelt,Eisen,Essen,Fabrik,Feuer,Folkwang,Glut,Hitze,Huettenwerk,Hüttenwerk,Industrialisierung,Industrie,Luce,Maenner,Männer,Maximilien,Metall,Museum,Öl/Lwd,Stahl,Verhüttung;Querformat;Luce, Maximilien;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34433;Reiter am Strand (I) (Cavaliers sur la plage). 1902;Paul,1848-1903,Öl/Lwd.,Essen,Gauguin,Museum Folkwang;Paul Gauguin,Pferde,Strand,Strandszene,Hiva-Oa,Tahiti,Reiter,Meer,Küste,Rückenfigur,Rückenfiguren,rosa;1848-1903,1902,am,Cavaliers,Essen,Folkwang,Gauguin,Hiva-Oa,I,Kueste,Küste,La,Meer,Museum,Öl/Lwd,Paul,Pferde,plage,Reiter,Rosa,rosafarben,rosafarbig,Rückenfigur,Rückenfiguren,Rueckenfigur,Rueckenfiguren,Strand,Strandszene,sur,Tahiti;Querformat;Gauguin, Paul;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34432;Haus auf bewaldeter Anhöhe mit Taubenschlag. 1890;Paul,1839-1906,19. Jahrhundert,Öl/Lwd.,Cézanne,Cezanne,Essen,Museum Folkwang;Paul Cezanne,Anhöhe,Gutshaus Bellevue,Gebäude,Bäume,Weg,Post-Impressionismus;1839-1906,1890,19,Anhöhe,auf,Baeume,Bäume,Bellevue,bewaldeter,Cezanne,Cézanne,Essen,Folkwang,Gebaeude,Gebäude,Gutshaus,Haus,Jahrhundert,mit,Museum,Nachimpressionismus,Öl/Lwd,Paul,Postimpressionismus,Post-Impressionismus,Taubenschlag,Weg;Querformat;Cézanne, Paul;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34431;Rhonebarken. (Les bateaux amarrés.) 1888;19. Jahrhundert,Gogh,Öl/Lwd.,1853-1890,Vincent van,Essen,Museum Folkwang;Vicent van Gogh,Quai,Ölstudie,Schiff,Schiffe,Trikolore,Fahne,Flagge,Mast,grünes Wasser,von oben gesehen,Arbeiter,Schubkarre,Schubkarren,Fracht,Stege,Ruder,Mast,vor Anker,vertäut,verankert;1853-1890,1888,19,amarrés,Anker,Arbeiter,bateaux,Essen,Fahne,Flagge,Folkwang,Fracht,gesehen,Gogh,Gruen,grün,grüne,grünem,Grünen,grüner,grünes,Jahrhundert,Les,Mast,Museum,oben,Öl/Lwd,Ölstudie,Quai,Rhonebarken,Ruder,Schiff,Schiffe,Schubkarre,Schubkarren,Stege,Trikolore,van,verankert,vertaeut,vertäut,Vicent,Vincent,von,Vor,Wasser;Querformat;Gogh, Vincent van;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34430;Die Seine bei Saint-Cloud. 1900;Paul,Öl/Lwd.,Essen,Museum Folkwang,Signac,1863-1935,Landschaft,20. Jahrhundert;Paul Signac,Pointillismus,Saint Cloud,Seinelandschaft,Boote,Fährkähne,Fährkahn,Fluss,Flusslandschaft,Kirche,Kurve,herbstlich;1863-1935,1900,20,bei,Boote,Cloud,Die,Essen,Faehrkaehne,Faehrkahn,Fährkahn,Fährkähne,Fluss,Flusslandschaft,Folkwang,herbstlich,Jahrhundert,Kirche,Kurve,Landschaft,Museum,Öl/Lwd,Paul,Pointillismus,Saint,Saint-Cloud,Sakralbau,seine,Seinelandschaft,Signac;Querformat;Signac, Paul;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34429;La Tour Rose, Marseille.;Paul,Öl/Lwd.,Essen,Museum Folkwang,Signac,1863-1935;Paul Signac,Marseille,Hafen,Hafenstadt,Hafeneinfahrt,Südfrankreich,Pointillismus,Segelschiff,Fort Saint-Jean,Festungsturm,rosa;1863-1935,Essen,Festungsturm,Folkwang,Fort,Hafen,Hafeneinfahrt,Hafenstadt,La,Marseille,Museum,Öl/Lwd,Paul,Pointillismus,Rosa,rosafarben,rosafarbig,Rose,Saint-Jean,Segelboot,Segelschiff,Signac,Südfrankreich,Tour;Querformat;Signac, Paul;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34428;Lise mit dem Sonnenschirm (Lise - La femme à l'ombrelle). 1867;Essen,Bildnis,1841-1919,Porträt,impressionistisch,19. Jahrhundert,Impressionismus,Öl/Lwd.,Auguste,Pierre-Auguste,Portraet,Museum Folkwang,impressionismus,Portrait,Renoir;Auguste Renoir,Lichtung,Waldlichtung,Wald von Fontainebleau,Landschaftsimpression,weißes Kleid,Frau,stehen,Lise Tréhot,Mousseline,weiß,Mode,modisch,Strohhütchen,Strohhut,Spitze,Sonnenschirm,draußen;-,1841-1919,1867,19,à,Auguste,Bildnis,dem,draußen,Essen,Femme,Folkwang,Fontainebleau,Frau,Frauen,impressionismus,impressionistisch,Jahrhundert,Kleid,La,Landschaftsimpressio,Lichtung,Lise,l'ombrelle,mit,Mode,modisch,Mousseline,Museum,Öl/Lwd,Pierre-Auguste,;Hochformat;Renoir, Auguste;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34427;Portrait d'Armand Roulin. 1888;Bildnis,Porträt,19. Jahrhundert,Gogh,Öl/Lwd.,1853-1890,Essen,Vincent van,Portraet,Museum Folkwang,Portrait;Vincent van Gogh,Armand Joseph Desire Roulin,junger Mann,Hut,gelb,gelbe Jacke,en face,Veroneser Grün;1853-1890,1888,19,Armand,Bildnis,d'Armand,Desire,Désiré,en,Essen,face,Folkwang,gelb,Gelbe,gelbem,gelber,Gelbes,Gogh,Gruen,grün,grüne,grünem,Grünen,grüner,grünes,Hut,Jacke,Jahrhundert,Josef,Joseph,Jozsef,József,Jung,Junge,jungen,junger,Junges,Mann,Museum,Öl/Lwd,Portraet,Portrait,Porträt,Roulin,van,Veroneser,Vincent;Hochformat;Gogh, Vincent van;Essen, Museum Folkwang;Öl/Lwd.;
Museum Folkwang Essen/ARTOTHEK;34342;Schneelandschaft in Louveciennes (Louveciennes, Chemin de Creux, Louveciennes, neige). 1872;impressionistisch,Camille,19. Jahrhundert,Impressionismus,Öl/Lwd.,Essen,1830-1903,Museum Folkwang,impressionismus,Pissarro;Camille Pissarro,Schnee,Winter,verschneit,Louveciennes,Baum,kahl,Weg,unbelaubt,Park,Wintersonne,Winterlicht,Schatten;1830-1903,1872,19,Baum,Camille,Chemin,Creux,de,Essen,Folkwang,impressionismus,impressionistisch,in,Jahrhundert,kahl,Louveciennes,Museum,neige,Öl/Lwd,Park,Pissarro,Schatten,Schnee,Schneelandschaft,unbelaubt,verschneit,Weg,Winter,Winterlicht,Wintersonne;Querformat;Pissarro, Camille;Essen, Museum Folkwang;Öl/Lwd.;
